,Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Club,League,Country,Height(cm),Weight(kg),Body Type
10347,Oumar Diakhité,68,CB,Normal,1000.0,2,2,L \ M,71,40,46,50,68,77,0,352,1596,SV Sandhausen,Bundesliga 2 (GER 2),Senegal,190,84, High & Average
10348,Gonzalo Mastriani,68,ST,Libertadores,1500.0,2,2,M \ M,69,71,48,62,27,56,0,333,1567,Barcelona SC,CONMEBOL Libertadores,Uruguay,180,76, Average
10350,Jimmy Medranda,68,LB,Normal,1000.0,3,2,M \ H,73,62,63,69,63,67,1,397,1838,Seattle Sounders,Major League Soccer,Colombia,173,68, Lean
10351,Nils Körber,68,GK,Normal,1000.0,1,3,M \ M,70,64,59,74,35,67,9,369,739,Hertha Berlin,Bundesliga,Germany,187,83, High & Average
10352,Gabriel Castellón,68,GK,Sudamericana,850.0,1,2,M \ M,66,63,58,72,42,68,-4,369,970,Huachipato FC,CONMEBOL Sudamericana,Chile,190,75, High & Average+
10353,Liam Henderson,68,CM,Normal,1000.0,3,3,M \ M,62,60,67,70,53,74,8,386,1833,Empoli,Serie A TIM,Scotland,183,76, Average
10354,Jacob Barrett Laursen,68,LB,Normal,1200.0,3,3,H \ H,68,52,60,67,66,69,4,382,1747,Bielefeld,Bundesliga,Denmark,181,76, Lean
10355,Janio Bikel,68,CDM,Normal,1300.0,3,2,L \ H,70,43,56,68,65,73,3,375,1728,Whitecaps FC,Major League Soccer,Portugal,174,70, Average
10357,Sam Adekugbe,68,LB,Normal,1400.0,3,2,H \ H,86,39,60,68,61,73,30,387,1738,Hatayspor,Süper Lig (TUR 1),Canada,176,74, Average
10358,Gaëtan Paquiez,68,RB,Normal,1000.0,2,3,M \ M,70,45,60,62,66,72,3,375,1754,Nîmes Olympique,Ligue 2 (FRA 2),France,182,72, Average
10359,Sammie Szmodics,68,CAM,Normal,1400.0,3,4,H \ M,80,65,62,70,47,67,13,391,1859,Peterborough,EFL Championship (ENG 2),Republic of Ireland,167,64, Short & Lean
10360,Frankie Kent,68,CB,Normal,1000.0,2,3,M \ H,64,30,48,57,67,75,1,341,1540,Peterborough,EFL Championship (ENG 2),England,188,76, High & Average+
10361,Sofian Chakla,68,CB,Normal,1400.0,2,3,M \ M,51,32,50,51,68,67,-3,319,1456,OH Leuven,1A Pro League (BEL 1),Morocco,186,77, High & Average+
10363,Bill Tuiloma,68,CB,Normal,1000.0,2,4,M \ M,54,45,62,59,68,75,5,363,1689,Portland Timbers,Major League Soccer,New Zealand,183,79, Stocky
10364,Anas Tahiri,68,CAM,Normal,900.0,3,3,M \ M,76,58,68,73,36,50,3,361,1707,CFR 1907 Cluj,Liga I (ROM 1),Morocco,179,61, Lean
10365,Asger Sørensen,68,CB,Normal,1400.0,2,3,H \ M,58,42,57,58,69,71,4,355,1643,1. FC Nürnberg,Bundesliga 2 (GER 2),Denmark,191,88, High & Average
10366,Thierry Ambrose,68,LM,Normal,1200.0,4,4,H \ M,80,65,59,70,29,67,6,370,1712,KV Oostende,1A Pro League (BEL 1),France,178,76, Stocky
10367,Reece Burke,68,CB,Normal,1000.0,2,3,M \ M,69,36,51,57,69,70,10,352,1584,Luton Town,EFL Championship (ENG 2),England,189,81, High & Average+
10368,Omenuke Mfulu,68,CM,Normal,1400.0,2,3,L \ H,58,54,62,64,69,75,7,382,1800,UD Las Palmas,LaLiga SmartBank (ESP 2),Congo DR,182,76, Average
10369,Do Hyeok Kim,68,CM,Normal,1400.0,3,3,H \ H,59,61,67,66,57,76,-2,386,1873,Incheon United,K League 1 (KOR 1),Korea Republic,173,70, Average
10371,Sergio Román,68,GK,Sudamericana,1000.0,1,2,M \ M,69,64,59,74,43,70,4,379,815,La Equidad,CONMEBOL Sudamericana,Colombia,190,76, High & Average+
10373,Daniel Lovitz,68,LB,Normal,1500.0,3,3,M \ H,71,53,61,62,63,71,5,381,1833,Nashville SC,Major League Soccer,United States,178,75, Average
10374,Xizhe Zhang,68,CM,Normal,1300.0,3,4,M \ L,73,63,68,71,48,60,-2,383,1855,Beijing Guoan,Chinese FA Super L. (CHN 1),China PR,180,69, Lean
10375,James Bree,68,RB,Normal,7000.0,2,3,H \ M,70,41,60,64,64,66,3,365,1678,Luton Town,EFL Championship (ENG 2),England,178,74, Average
10376,Róbert Pich,68,CF,Normal,3800.0,3,3,H \ H,81,67,63,69,28,51,4,359,1717,Śląsk Wrocław,Polski Ekstraklasa (POL 1),Slovakia,173,68, Average
10378,Jeison Angulo,68,LB,Sudamericana,1000.0,3,3,M \ M,73,34,56,66,64,74,1,367,1636,Deportes Tolima,CONMEBOL Sudamericana,Colombia,182,74, Average
10380,Rolando Aarons,68,LW,Normal,1400.0,3,3,M \ M,78,62,66,71,39,53,5,369,1716,Huddersfield,EFL Championship (ENG 2),England,175,76, Average
10381,Justen Glad,68,CB,Normal,1400.0,2,2,L \ H,69,27,50,50,68,73,6,337,1526,Real Salt Lake,Major League Soccer,United States,185,72, High & Average
10382,Pleguezuelo,68,CB,Normal,1400.0,3,4,H \ M,66,35,56,68,69,67,9,361,1699,FC Twente,Eredivisie,Spain,180,70, Lean
10383,Francisco Fydriszewski,68,ST,Sudamericana,1500.0,3,4,M \ L,57,70,46,65,31,68,0,337,1547,Aucas,CONMEBOL Sudamericana,Argentina,186,76, High & Average
10384,Leandro Marcos Pereira,68,ST,Normal,1500.0,3,2,M \ M,63,67,56,67,40,77,-2,370,1724,Gamba Osaka,Meiji Yasuda J1 (JPN 1),Brazil,190,76, High & Average
10385,Luca Zander,68,RB,Normal,1400.0,2,3,M \ M,78,37,58,61,64,66,2,364,1666,FC St. Pauli,Bundesliga 2 (GER 2),Germany,186,73, High & Average+
10386,Tyler Walker,68,ST,Normal,1500.0,3,4,M \ L,79,68,56,68,36,65,6,372,1753,Coventry City,EFL Championship (ENG 2),England,183,67, Average
10387,Lucas Acevedo,68,CB,Normal,3000.0,2,3,L \ M,38,38,41,37,66,83,-1,303,1394,Club Atlético Platense,Primera División (ARG 1),Argentina,197,97, High & Average
10388,Toshihiro Aoyama,68,CM,Normal,1500.0,3,3,M \ M,42,59,71,66,68,68,0,374,1863,S-Hiroshima,Meiji Yasuda J1 (JPN 1),Japan,174,73, Average
10389,Selim Ay,68,CB,Normal,1000.0,2,2,M \ H,63,42,49,48,66,77,-1,345,1623,Çaykur Rizespor,Süper Lig (TUR 1),Turkey,184,80, Lean
10390,Luke Berry,68,CM,Normal,1400.0,3,3,H \ M,68,63,66,70,61,68,2,396,1887,Luton Town,EFL Championship (ENG 2),England,177,72, Average
10392,Zeki Yavru,68,RB,Normal,1000.0,3,2,H \ M,78,53,58,65,64,69,-1,387,1846,Giresunspor,Süper Lig (TUR 1),Turkey,178,78, Average
10393,Lionel Mpasi,68,GK,Normal,1100.0,1,3,M \ M,68,66,65,69,45,66,8,379,919,Rodez AF,Ligue 2 (FRA 2),France,182,78, Average
10394,Okan Kocuk,68,GK,Normal,1500.0,1,2,M \ M,69,68,62,70,33,64,-1,366,679,Giresunspor,Süper Lig (TUR 1),Turkey,188,78, High & Average
10395,Cristian Manea,68,RB,Normal,950.0,2,3,M \ H,75,48,61,62,65,72,-1,383,1808,CFR 1907 Cluj,Liga I (ROM 1),Romania,183,77, Average
10396,Shihao Wei,68,ST,Normal,1400.0,3,3,H \ L,84,69,65,70,36,63,5,387,1817,Guangzhou,Chinese FA Super L. (CHN 1),China PR,178,65, Lean
10397,Mario Engels,68,LM,Normal,1400.0,3,4,M \ M,81,66,62,68,27,65,6,369,1738,Sparta Rotterdam,Eredivisie,Germany,184,74, Lean
10398,Alexandre Mendy,68,ST,Normal,1300.0,2,3,H \ L,70,68,50,63,24,78,8,353,1650,SM Caen,Ligue 2 (FRA 2),Guinea-Bissau,185,84, High & Average
10399,Wessel Dammers,68,CB,Normal,900.0,2,4,M \ H,62,59,51,61,68,73,9,374,1786,FC Groningen,Eredivisie,Netherlands,185,68, High & Average
10400,John-Patrick Strauß,68,RM,Normal,1400.0,2,3,H \ H,77,52,63,68,56,62,7,378,1759,Erzgebirge Aue,Bundesliga 2 (GER 2),Philippines,177,68, Lean
10401,Fabian Bredlow,68,GK,Normal,1300.0,1,4,M \ M,70,66,62,71,39,63,4,371,749,VfB Stuttgart,Bundesliga,Germany,190,89, High & Average
10404,Craig MacGillivray,68,GK,Normal,1000.0,1,3,M \ M,69,65,67,71,51,66,2,389,929,Charlton Ath,EFL League One (ENG 3),Scotland,188,78, High & Average
10406,Gideon Jung,68,CB,Normal,1500.0,2,3,H \ M,69,41,59,61,69,70,8,369,1665,Greuther Fürth,Bundesliga,Germany,189,76, High & Average+
10408,Kylian Hazard,68,LW,Normal,1500.0,4,4,H \ L,79,59,65,73,28,64,28,368,1772,Cercle Brugge,1A Pro League (BEL 1),Belgium,172,70, Average
10410,Mateusz Szwoch,68,RM,Normal,950.0,3,4,H \ M,69,63,67,68,37,64,3,368,1784,Wisła Płock,Polski Ekstraklasa (POL 1),Poland,173,60, Lean
10411,Sheyi Ojo,68,RM,Normal,1000.0,3,3,M \ L,78,61,62,69,31,58,5,359,1642,Millwall,EFL Championship (ENG 2),England,179,81, Stocky
10412,Patryk Dziczek,68,CDM,Normal,1000.0,2,2,M \ M,63,47,60,65,63,73,5,371,1747,SS Lazio,Serie A TIM,Poland,180,75, Average
10413,Lewie Coyle,68,RB,Normal,1000.0,2,3,H \ M,73,45,60,64,63,68,1,373,1755,Hull City,EFL Championship (ENG 2),England,173,67, Average
10414,Rubio Rubin,68,ST,Normal,1500.0,3,3,H \ M,74,67,61,69,28,67,4,366,1717,Real Salt Lake,Major League Soccer,United States,180,73, Average
10415,Samy Mmaee,68,CB,Normal,750.0,2,3,L \ M,68,32,51,56,67,73,11,347,1555,Ferencvárosi TC,Nemzetti Bajnoksag (HUN 1),Morocco,181,83, Average
10418,Bentley Baxter Bahn,68,CAM,Normal,1100.0,3,3,H \ M,79,64,68,70,35,64,6,380,1832,Hansa Rostock,Bundesliga 2 (GER 2),Germany,180,69, Lean
10420,Mathias Greve,68,CAM,Normal,950.0,3,3,H \ M,70,61,66,70,51,69,4,387,1801,Brøndby IF,3F Superliga (DEN 1),Denmark,186,77, High & Average
10421,Honglue Zhao,68,LB,Normal,1400.0,3,3,M \ M,69,35,56,64,63,71,2,358,1657,Wuhan Zall,Chinese FA Super L. (CHN 1),China PR,180,76, Average
10422,Shenchao Wang,68,LB,Normal,1100.0,3,4,H \ H,70,33,54,61,64,69,4,351,1636,Shanghai SIPG,Chinese FA Super L. (CHN 1),China PR,180,72, Lean
10425,Greg Docherty,68,CM,Normal,900.0,3,3,M \ H,68,62,65,69,65,76,6,405,1919,Hull City,EFL Championship (ENG 2),Scotland,177,72, Average
10426,Zak Vyner,68,CB,Normal,1400.0,2,3,M \ M,69,35,56,61,68,72,3,361,1651,Bristol City,EFL Championship (ENG 2),England,187,73, High & Average+
10427,Cristo González Pérez,68,ST,Normal,1200.0,3,2,M \ L,75,67,63,72,39,60,-1,376,1772,R. Valladolid CF,LaLiga SmartBank (ESP 2),Spain,178,69, Average
10428,Keagan Dolly,68,CAM,Normal,950.0,3,4,H \ M,75,68,66,71,36,52,40,368,1763,Kaizer Chiefs,South African FL (RSA 1),South Africa,170,70, Short & Lean-
10430,Valentin Jacob,68,LM,Normal,1000.0,3,2,M \ M,76,66,67,69,42,45,2,365,1740,Dijon FCO,Ligue 2 (FRA 2),France,171,67, Average
10431,Simone Bastoni,68,LB,Normal,950.0,3,2,M \ M,64,54,67,68,65,60,8,378,1819,La Spezia,Serie A TIM,Italy,181,74, Average
10432,Carlos Nieto Herrero,68,LB,Normal,1000.0,2,2,M \ M,69,56,62,63,63,78,0,391,1822,R. Zaragoza,LaLiga SmartBank (ESP 2),Spain,179,74, Lean
10433,Ignacio Jeraldino,68,ST,Normal,1400.0,2,3,H \ L,66,67,47,65,27,65,-1,337,1596,Santos Laguna,LIGA BBVA MX (MEX 1),Chile,182,82, Average
10434,Jokin Ezkieta Mendiburu,68,GK,Normal,1500.0,1,3,M \ M,65,66,65,68,44,69,8,377,839,Athletic Club,LaLiga Santander,Spain,193,80, High & Average+
10435,Víctor Dávila,68,ST,Normal,1200.0,4,3,H \ L,70,69,64,74,30,56,5,363,1738,León,LIGA BBVA MX (MEX 1),Chile,172,68, Lean
10436,Nathan,68,CB,Normal,1400.0,2,2,L \ M,73,45,50,56,66,76,-3,366,1712,SJ Earthquakes,Major League Soccer,Brazil,189,78, High & Average+
10438,Bradley Collins,68,GK,Normal,900.0,1,2,M \ M,68,64,67,69,43,65,2,376,846,Barnsley,EFL Championship (ENG 2),England,184,69, Average
10439,Jason Kerr,68,CB,Normal,1000.0,2,3,H \ M,68,49,52,59,65,81,12,374,1749,Wigan Athletic,EFL League One (ENG 3),Scotland,190,75, High & Average
10441,Conor Chaplin,68,RW,Normal,1400.0,3,3,H \ M,78,68,60,71,35,60,7,372,1794,Ipswich,EFL League One (ENG 3),England,168,69, Short & Lean-
10442,David Gil Mohedano,68,GK,Normal,950.0,1,2,M \ M,68,70,67,67,47,65,3,384,907,Cádiz CF,LaLiga Santander,Spain,186,81, High & Average
10444,Elliot Käck,68,LB,Normal,1500.0,2,4,H \ M,81,48,61,63,60,65,-2,378,1808,Djurgårdens IF,Allsvenskan (SWE 1),Sweden,173,68, Lean
10445,Chey Dunkley,68,CB,Normal,1300.0,2,2,M \ M,52,37,42,51,68,76,6,326,1498,Sheffield Wed,EFL League One (ENG 3),England,188,85, High & Average
10446,Douglas Moreira Fagundes,68,CM,Normal,1000.0,3,3,H \ M,72,58,67,73,60,61,4,391,1866,Kashiwa Reysol,Meiji Yasuda J1 (JPN 1),Brazil,169,67, Short & Lean-
10447,Leonardo da Silva Lopes,68,CM,Normal,1500.0,3,3,M \ M,79,61,66,73,62,61,4,402,1899,Cercle Brugge,1A Pro League (BEL 1),Portugal,168,61, Short & Lean
10448,Jerry Yates,68,ST,Normal,1100.0,3,3,M \ M,79,68,54,67,29,68,11,365,1732,Blackpool,EFL Championship (ENG 2),England,175,68, Lean
10449,Max Christiansen,68,CDM,Normal,1400.0,2,2,M \ M,59,50,63,64,64,77,2,377,1788,Greuther Fürth,Bundesliga,Germany,185,82, High & Average
10450,Alex Bono,68,GK,Normal,1000.0,1,2,M \ M,67,66,66,70,41,66,5,376,892,Toronto FC,Major League Soccer,United States,191,88, High & Average
10452,Konstantin Kerschbaumer,68,CM,Normal,1300.0,3,4,H \ H,72,65,65,66,61,77,1,406,1904,1. FC Heidenheim,Bundesliga 2 (GER 2),Austria,180,78, Lean
10453,Sigurd Rosted,68,CB,Normal,750.0,2,3,H \ H,45,49,54,52,67,75,5,342,1638,Brøndby IF,3F Superliga (DEN 1),Norway,188,78, High & Average
10454,Michael Zetterer,68,GK,Normal,1100.0,1,5,M \ M,67,66,70,71,41,64,8,379,828,Werder Bremen,Bundesliga 2 (GER 2),Germany,187,81, High & Stocky
10456,Jáder Obrian,68,RM,Normal,1300.0,3,3,M \ L,88,63,59,67,19,66,4,362,1667,FC Dallas,Major League Soccer,Colombia,183,73, Lean
10458,Calvin Verdonk,68,LB,Normal,1300.0,3,4,M \ M,65,58,67,67,66,65,-9,388,1887,NEC Nijmegen,Eredivisie,Netherlands,174,69, Average
10460,Nicolás Tripichio,68,RB,Libertadores,1500.0,2,3,M \ M,78,50,63,70,61,68,1,390,1823,Defensa,CONMEBOL Libertadores,Argentina,175,68, Average
10461,Lukas Fröde,68,CDM,Normal,1400.0,2,2,M \ H,41,48,58,58,68,78,2,351,1659,Hansa Rostock,Bundesliga 2 (GER 2),Germany,192,85, High & Average
10462,Stuart Findlay,68,CB,Normal,1100.0,2,3,M \ H,57,41,56,54,69,72,5,349,1641,Philadelphia,Major League Soccer,Scotland,191,82, High & Average
10463,Dženis Burnić,68,CM,Normal,1000.0,3,3,M \ M,73,48,66,70,64,67,0,388,1804,1. FC Heidenheim,Bundesliga 2 (GER 2),Germany,180,73, Average
10464,Ronan Curtis,68,LM,Normal,1500.0,4,4,H \ H,85,63,60,67,48,76,9,399,1846,Portsmouth,EFL League One (ENG 3),Republic of Ireland,182,77, Lean
10465,Wes Harding,68,RWB,Normal,1500.0,2,3,M \ M,75,40,53,60,64,77,6,369,1651,Rotherham Utd,EFL League One (ENG 3),Jamaica,181,79, Average
10467,Matías Vera,68,CDM,Normal,1500.0,2,3,M \ M,67,45,59,62,67,67,1,367,1770,Houston Dynamo,Major League Soccer,Argentina,173,69, Lean
10468,Vincent Sierro,68,CM,Normal,1300.0,3,2,M \ M,64,59,65,65,58,71,3,382,1780,BSC Young Boys,Raiffeisen Super L. (SUI 1),Switzerland,187,79, High & Average+
10469,Sai van Wermeskerken,68,RB,Normal,900.0,2,2,H \ M,77,38,63,68,62,66,2,374,1725,PEC Zwolle,Eredivisie,Japan,178,72, Average
10470,Jeando Fuchs,68,CM,Normal,1000.0,2,3,M \ H,81,56,62,69,67,75,18,410,1904,Dundee United,Scottish Premiership (SPFL),Cameroon,176,70, Stocky
10471,Benedikt Gimber,68,CDM,Normal,1200.0,2,3,M \ M,67,42,57,55,69,76,3,366,1647,Jahn Regensburg,Bundesliga 2 (GER 2),Germany,187,85, High & Average
10472,George Edmundson,68,CB,Normal,1500.0,2,3,M \ M,67,31,47,48,67,78,3,338,1543,Ipswich,EFL League One (ENG 3),England,190,79, High & Stocky
10473,Joe Ward,68,RWB,Normal,1000.0,3,3,H \ M,84,50,62,68,57,56,3,377,1741,Peterborough,EFL Championship (ENG 2),England,167,68, Short & Lean
10474,Mickaël Alphonse,68,RB,Normal,700.0,2,3,M \ M,73,53,58,61,66,68,8,379,1718,Amiens SC,Ligue 2 (FRA 2),France,182,75, Average
10475,Christian Rivera,68,CDM,Normal,1000.0,2,3,H \ M,53,48,63,66,66,72,2,368,1757,R. Sporting,LaLiga SmartBank (ESP 2),Spain,193,89, High & Average
10476,Aboubakary Kanté,68,ST,Normal,1200.0,3,3,M \ M,90,67,56,67,23,71,23,374,1684,CF Fuenlabrada,LaLiga SmartBank (ESP 2),Gambia,184,81, Average
10479,Jonas Föhrenbach,68,LB,Normal,900.0,2,2,M \ M,73,39,56,61,67,70,1,366,1668,1. FC Heidenheim,Bundesliga 2 (GER 2),Germany,184,81, Lean
10481,Elijah Adebayo,68,ST,Normal,950.0,3,3,M \ M,75,65,50,65,43,78,18,376,1732,Luton Town,EFL Championship (ENG 2),England,193,89, High & Average
10482,Luca de la Torre,68,CM,Normal,1000.0,3,3,M \ M,65,52,65,73,57,55,12,367,1760,Heracles Almelo,Eredivisie,United States,177,67, Lean
10483,Costinha,68,CAM,Normal,1200.0,3,4,H \ M,77,64,67,70,65,59,1,402,1940,Santa Clara,Liga NOS (POR 1),Portugal,170,66, Short & Lean-
10485,Mads Pedersen,68,LB,Normal,950.0,3,3,M \ M,85,46,62,70,60,66,10,389,1802,FC Augsburg,Bundesliga,Denmark,178,72, Average
10486,Cristian Gutiérrez,68,LB,Normal,1200.0,2,2,H \ M,77,43,63,64,63,67,0,377,1768,Whitecaps FC,Major League Soccer,Canada,181,70, Average
10487,Florian Kamberi,68,ST,Normal,1100.0,3,3,M \ L,75,65,62,66,37,75,9,380,1774,Sheffield Wed,EFL League One (ENG 3),Albania,189,86, High & Average
10489,Ricardo Chávez,68,RB,Normal,1500.0,2,3,M \ H,72,35,60,68,64,66,1,365,1673,Atlético de San Luis,LIGA BBVA MX (MEX 1),Mexico,173,69, Lean
10490,Julian Ryerson,68,RB,Normal,800.0,2,3,M \ M,66,57,61,66,65,74,7,389,1837,Union Berlin,Bundesliga,Norway,183,84, Average
10491,Lucas Ahijado Quintana,68,RB,Normal,1500.0,3,3,M \ M,77,57,63,69,63,64,1,393,1824,R. Oviedo,LaLiga SmartBank (ESP 2),Spain,173,67, Average
10492,Erik Wekesser,68,LB,Normal,1000.0,2,3,H \ M,74,63,60,66,61,77,10,401,1837,Jahn Regensburg,Bundesliga 2 (GER 2),Germany,186,81, High & Average
10493,Frank Ronstadt,68,RB,Normal,1000.0,2,3,M \ M,77,38,58,65,62,67,6,367,1723,SV Darmstadt 98,Bundesliga 2 (GER 2),Germany,179,76, Average
10495,Kastriot Dermaku,68,CB,Normal,1000.0,2,3,M \ M,51,38,47,46,70,67,1,319,1553,Lecce,Calcio B (ITA 2),Albania,194,89, High & Average
10496,Erik Sabo,68,CM,Normal,1200.0,2,3,M \ M,77,65,65,64,57,77,-1,405,1864,Çaykur Rizespor,Süper Lig (TUR 1),Slovakia,187,77, High & Average+
10497,Jack Simpson,68,CB,Normal,800.0,2,2,M \ M,55,37,50,56,68,75,7,341,1589,Rangers,Scottish Premiership (SPFL),England,190,83, High & Average
10499,Boris Radunović,68,GK,Normal,1300.0,1,2,M \ M,69,68,64,71,42,69,4,383,827,Cagliari,Serie A TIM,Serbia,194,84, High & Average+
10500,Esteban Rolón,68,CDM,Libertadores,750.0,2,2,L \ M,65,53,63,64,65,66,-6,376,1807,Boca Juniors,CONMEBOL Libertadores,Argentina,175,70, Average
10501,José María Amo Torres,68,CB,Normal,1500.0,2,3,M \ H,62,38,53,61,67,70,-1,351,1664,SD Ponferradina,LaLiga SmartBank (ESP 2),Spain,181,75, Stocky
10503,Kyle Edwards,68,LM,Normal,1500.0,4,3,M \ M,80,55,63,75,37,56,5,366,1738,Ipswich,EFL League One (ENG 3),England,172,64, Average
10504,Emmanuel Ntim,68,CB,Normal,1000.0,2,2,M \ M,79,25,53,55,69,71,3,352,1595,VAFC,Ligue 2 (FRA 2),Ghana,179,72, Average
10505,Andrei Ivan,68,ST,Normal,1500.0,3,3,H \ L,82,67,61,69,35,71,14,385,1818,Univ. Craiova,Liga I (ROM 1),Romania,189,81, High & Average
10506,Joni Montiel,68,CAM,Normal,1500.0,3,2,M \ L,72,62,66,71,50,54,0,375,1769,R. Oviedo,LaLiga SmartBank (ESP 2),Spain,173,67, Lean
10507,Tyler Miller,68,GK,Normal,1300.0,1,2,M \ M,69,65,66,68,33,67,2,368,783,Minnesota United,Major League Soccer,United States,193,93, High & Average
10508,Alex Muyl,68,RM,Normal,1300.0,3,2,H \ H,78,59,59,67,58,81,0,402,1845,Nashville SC,Major League Soccer,United States,180,79, Average
10509,Walter González,68,ST,Libertadores,1200.0,3,3,M \ M,63,68,50,66,30,67,-1,344,1630,Olimpia,CONMEBOL Libertadores,Paraguay,185,79, High & Average
10511,Takuma Nishimura,68,ST,Normal,1000.0,2,3,H \ M,80,68,58,65,33,72,4,376,1739,Vegalta Sendai,Meiji Yasuda J1 (JPN 1),Japan,178,76, Average
10512,Yoshifumi Kashiwa,68,LM,Normal,1400.0,4,4,H \ M,82,64,62,69,44,52,0,373,1758,S-Hiroshima,Meiji Yasuda J1 (JPN 1),Japan,168,62, Short & Lean
10513,Kosuke Nakamura,68,GK,Normal,1000.0,1,3,M \ M,71,62,69,71,40,64,-2,377,788,Portimonense SC,Liga NOS (POR 1),Japan,185,82, High & Average
10514,Shinnosuke Nakatani,68,CB,Normal,1000.0,2,3,M \ H,72,24,39,50,67,77,3,329,1491,Nagoya Grampus,Meiji Yasuda J1 (JPN 1),Japan,184,79, Average
10515,Ken Matsubara,68,RB,Normal,1000.0,3,3,H \ M,72,54,60,65,63,73,3,387,1757,Yokohama F･M,Meiji Yasuda J1 (JPN 1),Japan,180,77, Average
10516,Kei Koizumi,68,RB,Normal,1500.0,2,3,M \ M,81,48,58,57,62,73,2,379,1726,Sagan Tosu,Meiji Yasuda J1 (JPN 1),Japan,173,70, Average
10517,Naoki Wako,68,LB,Normal,1500.0,3,3,H \ M,83,45,58,67,59,63,3,375,1731,Avispa Fukuoka,Meiji Yasuda J1 (JPN 1),Japan,171,65, Lean
10518,Franco Sbuttoni,68,CB,Normal,1300.0,2,3,L \ H,47,31,47,45,68,77,-2,315,1464,Central Córdoba,Primera División (ARG 1),Argentina,190,87, High & Average
10520,Naomichi Ueda,68,CB,Normal,1500.0,2,2,M \ M,49,30,50,52,69,68,0,318,1482,Nîmes Olympique,Ligue 2 (FRA 2),Japan,186,77, High & Average
10521,Takuya Iwanami,68,CB,Normal,1000.0,2,3,M \ L,66,24,53,48,67,73,-1,331,1523,Urawa Reds,Meiji Yasuda J1 (JPN 1),Japan,186,72, High & Average
10522,Joaquín Torres,68,CF,Normal,1500.0,3,3,M \ M,85,59,61,76,35,52,7,368,1733,Impact Montréal,Major League Soccer,Argentina,165,60, Short & Lean
10524,Arijanet Murić,68,GK,Normal,1000.0,1,2,M \ M,70,65,75,71,45,67,15,393,870,Adana Demirspor,Süper Lig (TUR 1),Kosovo,197,81, High & Average
10528,Simón Ramírez,68,RB,Libertadores,1500.0,2,3,M \ H,71,49,61,64,65,65,-1,375,1739,Unión La Calera,CONMEBOL Libertadores,Chile,178,66, Average
10529,Stéphane Diarra,68,RM,Normal,1400.0,4,2,M \ M,87,56,62,71,42,51,4,369,1736,FC Lorient,Ligue 1,Côte d'Ivoire,173,58, Lean
10530,Tahith Chong,68,LM,Normal,950.0,4,3,H \ H,79,63,65,67,44,64,135,382,1755,Birmingham City,EFL Championship (ENG 2),Netherlands,185,75, High & Average+
10531,Josh Koroma,68,LW,Normal,1000.0,3,3,H \ M,81,63,58,70,32,54,1,358,1613,Huddersfield,EFL Championship (ENG 2),England,178,66, Average
10532,Hugo Cuypers,68,ST,Normal,1400.0,3,3,H \ M,75,67,61,66,26,61,4,356,1665,KV Mechelen,1A Pro League (BEL 1),Belgium,185,76, High & Average
10533,Alexis Maldonado,68,CB,Normal,1400.0,2,3,M \ M,52,32,42,46,69,76,2,317,1457,Banfield,Primera División (ARG 1),Argentina,187,85, High & Average
10534,Jack Taylor,68,CM,Normal,1400.0,3,4,M \ M,73,61,63,67,63,67,7,394,1825,Peterborough,EFL Championship (ENG 2),Republic of Ireland,185,70, High & Average+
10535,Matos,68,LB,Normal,850.0,2,3,H \ M,77,47,57,65,60,58,2,364,1756,Burgos CF,LaLiga SmartBank (ESP 2),Spain,166,61, Short & Lean-
10536,Dereck Kutesa,68,RM,Normal,1500.0,4,3,H \ M,88,58,59,72,38,62,9,377,1701,Zulte Waregem,1A Pro League (BEL 1),Switzerland,176,67, Lean
10538,Eric Ocansey,68,LM,Normal,750.0,3,4,M \ M,86,63,59,73,51,68,-1,400,1877,KV Kortrijk,1A Pro League (BEL 1),Ghana,173,66, Average
10539,Doğukan Sinik,68,LM,Normal,1200.0,3,4,H \ M,77,51,63,72,40,46,7,349,1684,Antalyaspor,Süper Lig (TUR 1),Turkey,175,66, Lean
10540,Fábio China,68,LB,Normal,1500.0,3,3,M \ M,68,39,57,64,67,64,4,359,1707,Marítimo,Liga NOS (POR 1),Portugal,179,72, Lean
10541,Taiyo Koga,68,LB,Normal,1500.0,2,5,M \ M,74,35,55,62,65,71,2,362,1665,Kashiwa Reysol,Meiji Yasuda J1 (JPN 1),Japan,182,72, Lean
10542,Ross McCrorie,68,CM,Normal,1400.0,2,4,H \ H,77,53,61,67,67,82,1,407,1853,Aberdeen,Scottish Premiership (SPFL),Scotland,187,80, High & Average
10543,Gauthier Hein,68,RM,Normal,900.0,3,3,H \ M,80,67,64,73,34,55,4,373,1773,AJ Auxerre,Ligue 2 (FRA 2),France,170,65, Short & Lean-
10544,Cebio Soukou,68,ST,Normal,1200.0,3,3,M \ M,74,66,61,69,34,72,1,376,1759,SV Sandhausen,Bundesliga 2 (GER 2),Benin,186,82, High & Stocky
10545,Rémy Descamps,68,GK,Normal,850.0,1,3,M \ M,73,65,61,69,43,67,-2,378,637,FC Nantes,Ligue 1,France,196,82, High & Average+
